* made with GMT mapproject command:  -Ju11/1:1e6 -R-120/-114/0/90 -C -F
* Fri Jul 11 10:17:56 CDT 2014
*        xUTM(m)       yUTM(m)      name
> flt.1
         333041.5260         4399993.6316           
         333041.2129         4399992.5023           
         333040.2952         4399989.9668           
         333039.1151         4399988.2910           
         333038.8019         4399987.1617           
         333037.3231         4399984.9248           
         333037.0245         4399984.3638           
         333035.8299         4399982.1197           
         333035.5167         4399980.9903           
         333034.3366         4399979.3145           
         333034.3221         4399978.7462           
         333033.4334         4399977.3473           
         333031.9572         4399975.1112           
         333031.6513         4399974.2661           
         333030.7626         4399972.8671           
         333030.4567         4399972.0220           
         333028.9997         4399970.6375           
         333027.8103         4399968.3951           
         333027.5044         4399967.5499           
         333026.9289         4399967.2803           
         333026.6302         4399966.7192           
         333025.1587         4399964.7665           
         333023.9859         4399963.3748           
         333023.0899         4399961.6917           
         333021.3415         4399960.0304           
         333019.8680         4399957.7952           
         333019.2759         4399956.6748           
         333018.0891         4399954.4332           
         333016.6176         4399952.4804           
         333015.1389         4399950.2436           
         333015.1316         4399949.9594           
         333013.3760         4399948.0139           
         333011.6131         4399945.7843           
         333009.8356         4399942.9864           
         333008.3641         4399941.0337           
         333008.0510         4399939.9044           
         333006.5940         4399938.5199           
         333004.5542         4399936.5817           
         333002.7913         4399934.3521           
         333001.6184         4399932.9604           
         333000.1568         4399931.2926           
         332998.3939         4399929.0630           
         332996.9395         4399927.6793           
         332995.4778         4399926.0116           
         332993.7149         4399923.7820           
         332993.7077         4399923.4978           
         332991.9520         4399921.5523           
         332990.4805         4399919.5996           
         332989.8832         4399918.4775           
         332989.5773         4399917.6324           
         332988.1203         4399916.2479           
         332986.6488         4399914.2952           
         332984.9004         4399912.6338           
         332982.8606         4399910.6956           
         332981.6831         4399909.0206           
         332981.3917         4399908.7437           
         332980.2215         4399907.3528           
         332978.4612         4399905.1240           
         332976.9923         4399903.1722           
         332975.8122         4399901.4963           
         332974.0493         4399899.2667           
         332972.3009         4399897.6053           
         332972.0022         4399897.0443           
         332970.8294         4399895.6526           
         332969.0810         4399893.9912           
         332968.1995         4399892.8764           
         332966.4511         4399891.2151           
         332964.7027         4399889.5537           
         332962.9543         4399887.8924           
         332961.4927         4399886.2246           
         332959.7370         4399884.2791           
         332957.9741         4399882.0495           
         332956.2283         4399880.3890           
         332954.4799         4399878.7277           
         332954.4727         4399878.4435           
         332952.4355         4399876.5061           
         332950.6871         4399874.8448           
         332949.5070         4399873.1689           
         332948.0572         4399872.0686           
         332946.5857         4399870.1159           
         332944.8373         4399868.4545           
         332943.0889         4399866.7932           
         332941.3333         4399864.8477           
         332939.5849         4399863.1863           
         332938.1279         4399861.8019           
         332936.3795         4399860.1405           
         332935.1994         4399858.4647           
         332933.1596         4399856.5264           
         332931.4112         4399854.8651           
         332929.9469         4399853.1965           
         332928.2011         4399851.5360           
         332926.4481         4399849.5913           
         332924.9911         4399848.2069           
         332924.1096         4399847.0921           
         332922.6381         4399845.1393           
         332921.4435         4399842.8952           
         332919.6806         4399840.6656           
         332918.7691         4399839.7995           
         332917.9322         4399839.0042           
         332916.7593         4399837.6125           
         332915.3023         4399836.2281           
         332913.5539         4399834.5667           
         332911.8055         4399832.9054           
         332910.0571         4399831.2440           
         332908.3087         4399829.5827           
         332906.8300         4399827.3458           
         332905.9558         4399826.5151           
         332904.7829         4399825.1234           
         332903.3187         4399823.4548           
         332902.1386         4399821.7790           
         332901.8472         4399821.5021           
> flt.304
         335058.1384         4401205.3266           
         335058.1577         4401200.8305           
         335058.0755         4401194.8358           
         335057.9932         4401188.8410           
         335057.8798         4401182.8463           
         335057.7022         4401176.3524           
         335057.4919         4401169.3590           
         335057.2186         4401162.3658           
         335056.9145         4401155.3727           
         335056.5464         4401147.8801           
         335056.1153         4401140.3881           
         335055.6204         4401132.3967           
         335055.0315         4401124.4057           
         335054.3786         4401115.9151           
         335053.6618         4401106.9254           
         335052.8214         4401098.4358           
         335051.9151         4401088.9473           
         335051.6602         4401087.4494           
         335050.8626         4401082.4569           
         335049.4630         4401074.9688           
         335047.3036         4401064.4861           
         335044.3876         4401052.0082           
         335040.5589         4401037.5358           
         335035.8173         4401021.0686           
         335030.0098         4401003.6067           
         335023.1038         4400984.6506           
         335014.9760         4400964.7002           
         335005.5962         4400944.2553           
         334994.8399         4400923.3164           
         334982.6479         4400902.8832           
         334968.9229         4400881.9568           
         334968.3128         4400881.1616           
         334953.6389         4400862.0356           
         334938.8385         4400845.1344           
         334937.6874         4400844.5951           
         334935.9245         4400842.3654           
         334934.7734         4400841.8262           
         334934.1761         4400840.7041           
         334931.8449         4400838.4890           
         334931.2476         4400837.3669           
         334929.4846         4400835.1373           
         334928.8873         4400834.0152           
         334926.5614         4400831.8018           
         334925.9641         4400830.6797           
         334923.6474         4400829.0328           
         334922.4528         4400826.7887           
         334921.3017         4400826.2494           
         334920.7044         4400825.1274           
         334918.3877         4400823.4805           
         334917.2366         4400822.9412           
         334914.9199         4400821.2944           
         334912.5887         4400819.0792           
         334910.8258         4400816.8496           
         334909.0629         4400814.6200           
         334908.4708         4400813.4996           
         334907.3197         4400812.9603           
         334906.7224         4400811.8382           
         334904.9647         4400809.6103           
         334904.3674         4400808.4882           
         334903.2163         4400807.9489           
         334902.6190         4400806.8269           
         334900.8561         4400804.5973           
         334899.7050         4400804.0580           
         334899.1077         4400802.9359           
         334896.7765         4400800.7208           
         334895.0136         4400798.4912           
         334893.2507         4400796.2615           
         334890.9195         4400794.0464           
         334888.5883         4400791.8313           
         334887.9910         4400790.7092           
         334885.6598         4400788.4941           
         334883.3141         4400785.7107           
         334880.9829         4400783.4955           
         334878.6662         4400781.8487           
         334876.3350         4400779.6335           
         334874.0038         4400777.4184           
         334871.6726         4400775.2033           
         334869.3414         4400772.9881           
         334868.7441         4400771.8661           
         334866.4129         4400769.6510           
         334864.0816         4400767.4358           
         334863.4843         4400766.3138           
         334861.7214         4400764.0841           
         334860.5703         4400763.5448           
         334859.3757         4400761.3007           
         334858.2246         4400760.7614           
         334856.4617         4400758.5318           
         334855.8644         4400757.4098           
         334854.7133         4400756.8705           
         334852.9504         4400754.6408           
         334852.3531         4400753.5188           
         334850.0219         4400751.3037           
         334847.6907         4400749.0885           
         334847.0934         4400747.9665           
         334844.7622         4400745.7513           
         334844.1701         4400744.6309           
         334842.4177         4400742.4046           
         334840.6548         4400740.1750           
         334840.0575         4400739.0530           
         334837.7263         4400736.8378           
         334835.9634         4400734.6082           
         334833.6322         4400732.3931           
         334831.3010         4400730.1780           
         334828.9698         4400727.9628           
         334827.2068         4400725.7332           
         334825.4439         4400723.5036           
         334823.1127         4400721.2884           
         334822.5154         4400720.1664           
         334820.7525         4400717.9368           
         334818.4358         4400716.2899           
         334817.2847         4400715.7506           
         334816.6874         4400714.6286           
         334814.3562         4400712.4134           
         334812.0303         4400710.2000           
         334810.8792         4400709.6607           
         334808.5532         4400707.4472           
         334806.2220         4400705.2321           
         334803.8908         4400703.0169           
         334801.5596         4400700.8018           
         334799.2336         4400698.5883           
         334797.4759         4400696.3604           
         334795.7130         4400694.1307           
         334793.3871         4400691.9173           
         334791.0611         4400689.7038           
         334788.7299         4400687.4887           
         334788.1326         4400686.3666           
         334786.9867         4400685.8290           
         334786.3946         4400684.7086           
         334784.0634         4400682.4935           
         334782.9123         4400681.9542           
         334780.5811         4400679.7390           
         334778.2499         4400677.5239           
         334775.9187         4400675.3088           
         334773.5875         4400673.0936           
         334771.2563         4400670.8785           
         334768.9251         4400668.6634           
         334766.5939         4400666.4482           
         334764.2970         4400665.3713           
         334763.1128         4400663.1305           
         334760.7921         4400660.9187           
         334758.4765         4400658.7086           
         334756.1453         4400656.4935           
         334753.8141         4400654.2783           
         334753.2168         4400653.1563           
         334750.8856         4400650.9412           
         334748.5544         4400648.7260           
         334746.2232         4400646.5109           
         334745.6114         4400644.8206           
         334743.2802         4400642.6054           
         334740.9490         4400640.3903           
         334738.6178         4400638.1752           
         334736.2866         4400635.9600           
         334734.5237         4400633.7304           
         334732.7608         4400631.5008           
         334732.1635         4400630.3787           
         334731.0124         4400629.8394           
         334728.6812         4400627.6243           
         334726.9038         4400624.8264           
         334724.5935         4400622.6179           
         334722.2623         4400620.4028           
         334721.6650         4400619.2807           
         334719.9021         4400617.0511           
         334717.5709         4400614.8360           
         334715.2397         4400612.6209           
         334714.0741         4400611.5133           
         334712.8505         4400608.1326           
         334711.0440         4400604.1982           
         334709.8494         4400601.9541           
         334708.6890         4400600.8482           
         334707.4944         4400598.6041           
         334705.1685         4400596.3906           
         334704.5764         4400595.2702           
         334702.2504         4400593.0567           
         334701.0558         4400590.8126           
         334699.9047         4400590.2733           
         334699.3074         4400589.1513           
         334697.5445         4400586.9216           
         334696.9472         4400585.7996           
         334694.6160         4400583.5845           
         334694.0187         4400582.4624           
         334691.6875         4400580.2473           
         334689.3563         4400578.0321           
         334687.0251         4400575.8170           
         334684.6939         4400573.6019           
         334682.9310         4400571.3722           
         334681.7799         4400570.8329           
         334679.4487         4400568.6178           
         334677.1175         4400566.4027           
         334674.7863         4400564.1875           
         334672.4551         4400561.9724           
         334670.1239         4400559.7573           
         334669.5266         4400558.6352           
         334668.3755         4400558.0959           
         334667.7637         4400556.4056           
         334665.4272         4400554.1888           
         334664.8247         4400553.0651           
         334663.0618         4400550.8355           
         334661.9107         4400550.2962           
         334661.3134         4400549.1741           
         334658.9822         4400546.9590           
         334656.6510         4400544.7438           
         334654.8881         4400542.5142           
         334652.5569         4400540.2991           
         334650.2257         4400538.0840           
         334647.8945         4400535.8688           
         334647.2972         4400534.7468           
         334645.5343         4400532.5171           
         334644.3397         4400530.2730           
         334643.7423         4400529.1510           
         334641.4164         4400526.9375           
         334639.0956         4400524.7257           
         334638.4983         4400523.6036           
         334636.1723         4400521.3902           
         334635.5750         4400520.2681           
         334633.8121         4400518.0385           
         334632.0492         4400515.8089           
         334630.2863         4400513.5793           
         334628.5234         4400511.3496           
         334627.9261         4400510.2276           
         334625.5949         4400508.0124           
         334623.8320         4400505.7828           
         334621.5008         4400503.5677           
         334619.7379         4400501.3381           
         334618.5723         4400500.2305           
         334617.9605         4400498.5402           
         334615.6293         4400496.3250           
         334613.2981         4400494.1099           
         334611.5352         4400491.8803           
         334609.7723         4400489.6507           
         334608.0094         4400487.4210           
         334606.2465         4400485.1914           
         334604.4888         4400482.9635           
         334602.7259         4400480.7338           
         334601.5365         4400478.4914           
         334599.7736         4400476.2618           
         334598.5842         4400474.0193           
         334597.4331         4400473.4800           
         334596.8358         4400472.3580           
         334595.0729         4400470.1283           
         334592.7417         4400467.9132           
         334591.5761         4400466.8056           
         334590.3670         4400463.9933           
         334589.7697         4400462.8712           
         334588.6041         4400461.7636           
         334587.9923         4400460.0733           
         334585.6610         4400457.8582           
         334583.3298         4400455.6430           
         334582.1352         4400453.3989           
         334581.5379         4400452.2769           
         334579.2067         4400450.0617           
         334578.0121         4400447.8176           
         334576.8175         4400445.5735           
         334575.6229         4400443.3294           
         334574.4283         4400441.0853           
         334573.8310         4400439.9632           
         334571.4998         4400437.7481           
         334569.1686         4400435.5330           
         334566.8374         4400433.3178           
         334566.2308         4400431.6292           
         334563.8996         4400429.4140           
         334562.1367         4400427.1844           
         334561.5394         4400426.0624           
         334560.3883         4400425.5231           
         334559.7910         4400424.4010           
         334558.6254         4400423.2934           
         334548.0596         4400409.3558           
         334546.9085         4400408.8165           
         334545.7139         4400406.5723           
         334544.5047         4400403.7600           
         334543.3101         4400401.5159           
         334540.9789         4400399.3007           
         334539.7843         4400397.0566           
         334538.6187         4400395.9490           
         334537.3951         4400392.5684           
         334536.2005         4400390.3243           
         334535.0111         4400388.0818           
         334533.8072         4400385.2711           
         334533.2099         4400384.1490           
         334531.4522         4400381.9211           
         334530.8549         4400380.7990           
         334528.5237         4400378.5839           
         334527.9264         4400377.4618           
         334526.1635         4400375.2322           
         334524.9689         4400372.9881           
         334523.7743         4400370.7440           
         334522.0166         4400368.5160           
         334521.4193         4400367.3940           
         334519.6564         4400365.1644           
         334518.4618         4400362.9202           
         334517.2672         4400360.6761           
         334516.0580         4400357.8637           
         334514.8634         4400355.6196           
         334513.6688         4400353.3755           
         334512.5177         4400352.8362           
         334511.3231         4400350.5921           
         334510.1285         4400348.3480           
         334509.5312         4400347.2259           
         334508.3801         4400346.6867           
         334507.7828         4400345.5646           
         334505.4516         4400343.3495           
         334504.2570         4400341.1053           
         334501.9258         4400338.8902           
         334500.7312         4400336.6461           
         334500.1339         4400335.5240           
         334498.9828         4400334.9848           
         334497.7882         4400332.7406           
         334496.0252         4400330.5110           
         334494.8306         4400328.2669           
         334493.6795         4400327.7276           
         334492.4849         4400325.4835           
         334491.8876         4400324.3614           
         334490.7365         4400323.8221           
         334490.1247         4400322.1318           
         334487.7935         4400319.9167           
         334486.0306         4400317.6871           
         334485.4333         4400316.5650           
         334483.6704         4400314.3354           
         334481.9644         4400312.1777           
         334481.9075         4400312.1058           
         334480.1446         4400309.8761           
         334479.5473         4400308.7541           
         334477.7844         4400306.5245           
         334476.6333         4400305.9852           
         334476.0215         4400304.2948           
         334474.2586         4400302.0652           
         334473.6613         4400300.9432           
         334472.5102         4400300.4039           
         334471.9129         4400299.2818           
         334470.1500         4400297.0522           
         334468.9553         4400294.8081           
         334467.1924         4400292.5784           
         334465.9978         4400290.3343           
         334464.2349         4400288.1047           
         334463.0258         4400285.2923           
         334461.8167         4400282.4799           
         334460.0538         4400280.2503           
         334458.8592         4400278.0062           
         334457.6645         4400275.7621           
         334456.4554         4400272.9497           
         334455.2608         4400270.7056           
         334454.0517         4400267.8932           
         334452.8426         4400265.0808           
         334451.6335         4400262.2684           
         334450.4389         4400260.0243           
         334449.2442         4400257.7802           
         334448.0496         4400255.5361           
         334446.8457         4400252.7254           
         334445.6366         4400249.9130           
         334445.5983         4400248.2098           
         334445.0010         4400247.0878           
         334444.9575         4400245.3830           
         334443.7733         4400243.1422           
         334442.5787         4400240.8981           
         334441.3841         4400238.6540           
         334440.1802         4400235.8432           
         334438.9856         4400233.5991           
         334437.7765         4400230.7867           
         334436.5819         4400228.5426           
         334434.2507         4400226.3275           
         334433.6586         4400225.2071           
         334431.3274         4400222.9920           
         334430.7301         4400221.8699           
         334428.9672         4400219.6403           
         334427.7581         4400216.8279           
         334426.5542         4400214.0172           
         334425.3648         4400211.7747           
         334424.1702         4400209.5306           
         334423.0191         4400208.9913           
         334420.6879         4400206.7762           
         334418.9250         4400204.5466           
         334416.5938         4400202.3314           
         334415.9965         4400201.2094           
         334414.2336         4400198.9798           
         334413.6363         4400197.8577           
         334411.8734         4400195.6281           
         334410.6788         4400193.3840           
         334409.4841         4400191.1398           
         334408.2895         4400188.8957           
         334407.0804         4400186.0834           
         334405.8870         4400183.2760           
         334404.6976         4400181.0335           
         334403.4885         4400178.2211           
         334402.8912         4400177.0991           
         334401.7256         4400175.9915           
         334400.5164         4400173.1791           
         334399.3218         4400170.9350           
         334397.5589         4400168.7054           
         334396.3498         4400165.8930           
         334394.5869         4400163.6634           
         334392.8240         4400161.4338           
         334391.6584         4400160.3262           
         334391.5714         4400156.9165           
         334391.5278         4400155.2117           
         334390.3187         4400152.3993           
         334389.7214         4400151.2773           
         334387.9295         4400147.9111           
         334386.7639         4400146.8035           
         334386.7204         4400145.0987           
         334385.5258         4400142.8546           
         334384.3167         4400140.0422           
         334383.7193         4400138.9202           
         334383.6758         4400137.2154           
         334383.0785         4400136.0933           
         334381.8549         4400132.7126           
         334381.8114         4400131.0078           
         334380.6458         4400129.9003           
         334379.4512         4400127.6561           
         334379.4077         4400125.9513           
         334378.2130         4400123.7072           
         334377.0184         4400121.4631           
         334375.8238         4400119.2190           
         334375.2265         4400118.0969           
         334373.4636         4400115.8673           
         334372.2690         4400113.6232           
         334372.2255         4400111.9184           
         334371.6282         4400110.7963           
         334370.4045         4400107.4157           
         334369.1809         4400104.0350           
         334368.0008         4400102.3592           
         334366.7917         4400099.5468           
         334365.5971         4400097.3027           
         334364.4025         4400095.0585           
         334362.6396         4400092.8289           
         334361.4450         4400090.5848           
         334360.8529         4400089.4644           
         334359.6873         4400088.3568           
         334359.0755         4400086.6665           
         334357.3126         4400084.4369           
         334356.1179         4400082.1928           
         334354.9523         4400081.0852           
         334353.7485         4400078.2745           
         334352.5591         4400076.0320           
         334351.3645         4400073.7879           
         334350.7672         4400072.6659           
         334348.4360         4400070.4507           
         334347.2268         4400067.6384           
         334346.0177         4400064.8260           
         334344.2548         4400062.5964           
         334343.6575         4400061.4743           
         334341.8946         4400059.2447           
         334340.1317         4400057.0151           
         334338.9226         4400054.2027           
         334337.7280         4400051.9586           
         334337.1162         4400050.2682           
> flt.305
         329094.0238         4409965.3285           
         329094.8203         4409967.9180           
         329094.9622         4409968.6059           
         329095.8453         4409971.2038           
         329096.7198         4409972.3555           
         329097.6029         4409974.9534           
         329098.1900         4409976.3961           
         329098.4963         4409979.2866           
         329099.3795         4409981.8844           
         329100.2626         4409984.4823           
         329101.7224         4409986.7875           
         329102.8899         4409989.0944           
         329104.3515         4409991.6889           
         329105.5221         4409993.9958           
         329106.6928         4409996.3027           
         329107.5759         4409998.9006           
         329109.0357         4410001.2058           
         329110.4923         4410003.2218           
         329111.6632         4410006.1071           
         329112.8338         4410008.4141           
         329114.2920         4410010.4301           
         329115.7518         4410012.7353           
         329117.5009         4410015.0388           
         329119.2466         4410016.7638           
         329120.1281         4410019.3617           
         329120.1367         4410020.8078           
         329121.3073         4410023.1147           
         329122.4764         4410025.4216           
         329124.2222         4410027.4359           
         329125.9696         4410029.4502           
         329127.1402         4410031.7571           
         329128.0217         4410034.3550           
         329129.4833         4410036.9494           
         329130.6556         4410039.5456           
         329132.1139         4410041.8508           
         329133.5755         4410044.4452           
         329135.3213         4410046.4595           
         329136.4919         4410048.7664           
         329137.6626         4410051.0733           
         329139.4082         4410052.7984           
         329140.8698         4410055.3928           
         329141.7546         4410058.2799           
         329142.6377         4410060.8778           
         329144.0976         4410063.1830           
         329144.9807         4410065.7809           
         329146.1498         4410068.0878           
         329147.6098         4410070.6822           
         329149.0680         4410072.9874           
         329150.2421         4410075.8728           
         329151.1252         4410078.4706           
         329152.2976         4410081.0668           
         329152.8880         4410083.0879           
         329154.3462         4410085.1039           
         329155.5168         4410087.4108           
         329156.3983         4410090.0087           
         329157.8551         4410092.3139           
         329159.0241         4410094.6208           
         329160.7698         4410096.3459           
         329160.7783         4410097.7920           
         329162.2399         4410100.3864           
         329163.7015         4410102.9809           
         329165.4506         4410105.2844           
         329167.4855         4410107.0077           
         329169.2328         4410109.0220           
         329170.4069         4410111.9073           
         329172.1525         4410113.6324           
         329173.8982         4410115.3574           
         329175.3564         4410117.3734           
         329177.1054         4410119.6769           
         329179.1403         4410121.4003           
         329180.8860         4410123.1253           
         329182.6316         4410124.8504           
         329184.3773         4410126.5754           
         329186.1247         4410128.5897           
         329187.8738         4410130.8932           
         329189.6211         4410132.9075           
         329191.3685         4410134.9218           
         329191.5608         4410135.1434           
         329193.1159         4410136.9360           
         329194.8632         4410138.9503           
         329196.3214         4410140.9663           
         329198.0670         4410142.6913           
         329199.5268         4410144.7074           
         329201.2724         4410146.4324           
         329203.0198         4410148.4467           
         329204.4796         4410150.7519           
         329205.9379         4410153.0571           
         329207.6836         4410154.7821           
         329209.4327         4410157.0856           
         329210.8955         4410159.1017           
         329212.3554         4410161.4069           
         329214.0996         4410163.4211           
         329215.5578         4410165.4371           
         329217.3036         4410167.4514           
         329218.1764         4410168.3139           
         329218.7634         4410169.7566           
         329220.5075         4410171.4817           
         329221.9674         4410173.7869           
         329223.4272         4410176.0921           
         329224.5979         4410178.3990           
         329226.3469         4410180.7025           
         329227.8052         4410183.0077           
         329228.6901         4410185.8948           
         329229.8624         4410188.4910           
         329230.1602         4410189.9354           
         329237.1546         4410198.2817           
         329238.9036         4410200.5852           
         329240.0777         4410203.4706           
         329241.2483         4410205.7775           
         329241.8337         4410206.9310           
         329242.7185         4410209.8181           
         329244.1783         4410212.1233           
         329245.6382         4410214.4285           
         329246.5197         4410217.0263           
         329248.2655         4410219.0406           
         329249.4379         4410221.6368           
         329250.3107         4410222.4993           
         329251.1923         4410225.0971           
         329252.3663         4410227.9825           
         329254.1171         4410230.5752           
         329255.5754         4410232.8804           
         329256.7429         4410235.1874           
         329258.2010         4410237.2033           
         329259.0841         4410239.8012           
         329260.5440         4410242.1064           
         329261.4303         4410244.7043           
         329262.6009         4410247.0112           
         329263.7700         4410249.3182           
         329265.2298         4410251.6234           
         329266.1146         4410254.5105           
         329267.2853         4410256.8174           
         329268.7451         4410259.1226           
         329270.2067         4410261.7170           
         329271.3758         4410264.0240           
         329272.5464         4410266.3309           
         329274.0063         4410268.6361           
         329275.4661         4410270.9413           
         329276.6367         4410273.2482           
         329277.8091         4410275.8444           
         329279.2707         4410278.4388           
         329279.2777         4410279.8849           
         329280.7375         4410282.1902           
         329281.9082         4410284.4971           
         329283.0788         4410286.8040           
         329283.9619         4410289.4019           
         329285.4218         4410291.7071           
         329286.5924         4410294.0140           
         329287.7630         4410296.3210           
         329288.6376         4410297.4727           
         329289.5207         4410300.0706           
         329290.6913         4410302.3775           
         329291.8620         4410304.6844           
         329292.4560         4410307.5732           
         329293.6250         4410309.8801           
         329294.7941         4410312.1871           
         329295.9664         4410314.7832           
         329297.1371         4410317.0901           
         329298.3077         4410319.3971           
         329299.4768         4410321.7040           
         329300.3583         4410324.3018           
         329301.5289         4410326.6088           
         329302.9855         4410328.6247           
         329304.1532         4410331.5101           
         329305.0365         4410334.3972           
         329306.4964         4410336.7024           
         329306.8443         4410337.4983           
         329307.3792         4410338.7218           
> flt.306
         328809.0555         4409376.8392           
         328809.0693         4409379.1592           
         328810.5274         4409381.1752           
         328812.2748         4409383.1895           
         328814.0239         4409385.4930           
         328815.4820         4409387.5090           
         328817.2261         4409389.2340           
         328818.3967         4409391.5409           
         328819.2799         4409394.1388           
         328820.7366         4409396.4440           
         328822.1931         4409398.4600           
         328823.3638         4409400.7669           
         328824.5328         4409403.0738           
         328825.9927         4409405.3790           
         328827.1617         4409407.6860           
         328828.9091         4409409.7002           
         328830.3672         4409411.7162           
         328831.5379         4409414.0232           
         328832.7085         4409416.3301           
         328833.8793         4409418.9262           
         328835.3391         4409421.2315           
         328836.2120         4409422.0940           
         328837.6735         4409424.6884           
         328839.1317         4409426.7044           
         328840.3023         4409429.0113           
         328841.4729         4409431.3183           
         328842.3545         4409433.9161           
         328843.5268         4409436.5123           
         328844.9867         4409438.8175           
         328846.1573         4409441.1244           
         328847.0404         4409443.7223           
         328847.0490         4409445.1684           
         328847.9338         4409448.0555           
         328848.8170         4409450.6534           
         328850.2768         4409452.9586           
         328851.1599         4409455.5564           
         328852.9056         4409457.2815           
         328853.2034         4409458.7259           
         328854.6650         4409461.3203           
         328856.1248         4409463.6255           
         328857.2989         4409466.5109           
         328858.4711         4409468.8179           
         328859.6417         4409471.1248           
         328860.5248         4409473.7227           
         328861.4080         4409476.3205           
         328862.5786         4409478.6274           
         328863.7477         4409480.9344           
         328864.3417         4409483.8232           
         328865.5107         4409486.1301           
         328866.6798         4409488.4370           
         328866.9760         4409489.8814           
         328868.4359         4409492.1866           
         328869.6065         4409494.4935           
         328870.7788         4409497.0897           
         328871.9512         4409499.6858           
         328873.1235         4409502.2820           
         328874.5834         4409504.5872           
         328876.3325         4409506.8907           
         328877.5031         4409509.1976           
         328878.9613         4409511.2136           
         328880.1319         4409513.5206           
         328881.8793         4409515.5348           
         328883.3391         4409517.8400           
         328885.0865         4409519.8543           
         328886.5446         4409521.8703           
         328888.2937         4409524.1738           
         328890.0428         4409526.4773           
         328891.7919         4409528.7808           
         328893.8268         4409530.5041           
         328895.8600         4409531.9383           
         328897.0220         4409532.7991           
         328898.4786         4409534.8150           
         328899.9351         4409536.8310           
         328900.8080         4409537.6936           
         328901.6895         4409540.2914           
         328902.4116         4409541.4000           
         328903.2922         4409543.9904           
         328905.0413         4409546.2939           
         328906.7871         4409548.3082           
         328908.2469         4409550.6134           
         328909.4175         4409552.9203           
         328910.5882         4409555.2273           
         328911.7588         4409557.5342           
         328913.5062         4409559.5485           
         328914.9643         4409561.5644           
         328916.4242         4409563.8697           
         328918.1716         4409565.8839           
         328919.9172         4409567.6090           
         328921.6646         4409569.6233           
         328922.8371         4409572.5086           
         328924.5844         4409574.5229           
         328926.3318         4409576.5372           
         328927.7917         4409578.8424           
         328928.9623         4409581.1493           
         328930.1329         4409583.4563           
         328931.5911         4409585.4722           
         328933.3384         4409587.4865           
         328935.0841         4409589.2116           
         328936.5440         4409591.5168           
         328937.1293         4409592.6702           
         328939.1659         4409594.6828           
         328940.9150         4409596.9863           
         328942.6623         4409599.0006           
         328944.1222         4409601.3058           
         328945.0053         4409603.9037           
         328946.4652         4409606.2089           
         328947.9250         4409608.5141           
         328949.6724         4409610.5284           
         328951.1305         4409612.5444           
         328952.5904         4409614.8496           
         328954.0487         4409617.1548           
         328955.5103         4409619.7492           
         328956.3831         4409620.6117           
         328957.2679         4409623.4988           
         328957.8635         4409626.3876           
         328958.1613         4409627.8320           
         328959.6212         4409630.1372           
         328960.7918         4409632.4442           
         328962.8284         4409634.4567           
         328964.2883         4409636.7620           
         328965.4589         4409639.0689           
         328966.6314         4409641.9542           
         328967.8020         4409644.2612           
         328968.9744         4409646.8573           
         328970.7217         4409648.8716           
         328972.1833         4409651.4660           
         328973.3557         4409654.0622           
